,index,id,name,date,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw,lat/long,address
37971,37971,AL041992,ANDREW,1992-08-24 09:05:00,L,HU,25.5,-80.3,145,922.0,,,,,,,,,,,,,"25.5,-80.3","Miami-Dade County, Florida, United States"
37980,37980,AL041992,ANDREW,1992-08-26 08:30:00,L,HU,29.6,-91.5,100,956.0,,,,,,,,,,,,,"29.6,-91.5","St. Mary Parish, Louisiana, United States"
38094,38094,AL071992,DANIELLE,1992-09-25 22:00:00,L,TS,37.8,-75.5,55,1007.0,,,,,,,,,,,,,"37.8,-75.5","Accomack County, Virginia, United States"
38204,38204,AL021993,ARLENE,1993-06-20 09:00:00,L,TS,27.1,-97.4,35,1001.0,,,,,,,,,,,,,"27.1,-97.4","Kenedy, Texas, United States"
38221,38221,AL031993,BRET,1993-08-07 07:00:00,L,TS,10.8,-60.8,50,1002.0,,,,,,,,,,,,,"10.8,-60.8",Trinidad and Tobago
38222,38222,AL031993,BRET,1993-08-07 10:00:00,L,TS,10.8,-61.8,50,1002.0,,,,,,,,,,,,,"10.8,-61.8",Venezuela
38227,38227,AL031993,BRET,1993-08-08 08:00:00,L,TS,11.0,-68.3,40,1007.0,,,,,,,,,,,,,"11.0,-68.3","El Pasadero, Parroquia Chichiriviche, Municipio Monseñor Iturriza, Falcón, Región Centroccidental, Venezuela"
38237,38237,AL031993,BRET,1993-08-10 17:00:00,L,TS,11.1,-83.8,40,1002.0,,,,,,,,,,,,,"11.1,-83.8","Haulover, Bluefields, South Caribbean Coast Autonomous Region, 81000, Nicaragua"
38243,38243,AL041993,CINDY,1993-08-14 18:00:00,L,TS,14.5,-60.9,35,1012.0,,,,,,,,,,,,,"14.5,-60.9","Rivière-Pilote, Le Marin, Martinique, 97211, France"
38252,38252,AL041993,CINDY,1993-08-16 21:00:00,L,TD,18.3,-71.0,30,1009.0,,,,,,,,,,,,,"18.3,-71.0","Jaquimeyes, Barahona, República Dominicana"
38291,38291,AL051993,EMILY,1993-08-31 21:00:00,C,HU,35.2,-75.1,100,961.0,,,,,,,,,,,,,"35.2,-75.1",
38363,38363,AL081993,GERT,1993-09-15 18:00:00,L,TS,11.8,-83.8,35,1005.0,,,,,,,,,,,,,"11.8,-83.8","Bluefields, South Caribbean Coast Autonomous Region, 81000, Nicaragua"
38372,38372,AL081993,GERT,1993-09-18 00:00:00,L,TS,17.3,-88.1,35,1000.0,,,,,,,,,,,,,"17.3,-88.1","Belize District, Belize"
38384,38384,AL081993,GERT,1993-09-20 21:00:00,L,HU,21.2,-97.5,85,970.0,,,,,,,,,,,,,"21.2,-97.5","Moralillo, Terrenos del Lote ""El Mesón"", Tamiahua, Veracruz de Ignacio de la Llave, México"
38421,38421,AL011994,ALBERTO,1994-07-03 15:00:00,L,TS,30.4,-86.5,55,993.0,,,,,,,,,,,,,"30.4,-86.5","345, Evergreen Place, Destin, Okaloosa County, Florida, 32541, United States"
38441,38441,AL021994,UNNAMED,1994-07-20 14:00:00,L,TD,33.2,-79.2,30,1015.0,,,,,,,,,,,,,"33.2,-79.2","Georgetown County, South Carolina, United States"
38451,38451,AL031994,BERYL,1994-08-16 00:00:00,L,TS,30.0,-85.6,50,1000.0,,,,,,,,,,,,,"30.0,-85.6","Bay County, Florida, United States"
38452,38452,AL031994,BERYL,1994-08-16 03:00:00,I,TS,30.2,-85.4,50,999.0,,,,,,,,,,,,,"30.2,-85.4","County Road 102A, Bay County, Florida, United States"
38502,38502,AL051994,UNNAMED,1994-08-31 06:00:00,L,TD,22.4,-98.0,30,1007.0,,,,,,,,,,,,,"22.4,-98.0","Altamira, Tamaulipas, 89600, México"
38507,38507,AL061994,DEBBY,1994-09-10 03:00:00,L,TS,14.0,-61.0,55,1007.0,,,,,,,,,,,,,"14.0,-61.0","Theobald's Road, Bois Catchet, Morne Fortune, Castries, LC06 101, Saint Lucia"
38535,38535,AL081994,UNNAMED,1994-09-25 18:00:00,L,TD,16.6,-88.4,30,1004.0,,,,,,,,,,,,,"16.6,-88.4","Flour Camp, Stann Creek District, Belize"
38589,38589,AL121994,GORDON,1994-11-10 06:00:00,L,TD,14.0,-83.4,30,1008.0,,,,,,,,,,,,,"14.0,-83.4","Bilwi, North Caribbean Coast Autonomous Region, 71000, Nicaragua"
38601,38601,AL121994,GORDON,1994-11-13 03:00:00,L,TS,17.9,-76.8,35,1000.0,,,,,,,,,,,,,"17.9,-76.8","Portmore, Saint Catherine, Middlesex County, YES, Jamaica"
38604,38604,AL121994,GORDON,1994-11-13 13:00:00,L,TS,20.0,-74.9,40,1000.0,,,,,,,,,,,,,"20.0,-74.9","San Antonio del Sur, Guantánamo, Cuba"
38613,38613,AL121994,GORDON,1994-11-15 13:00:00,L,TS,24.6,-81.7,45,999.0,,,,,,,,,,,,,"24.6,-81.7","Monroe County, Florida, United States"
38618,38618,AL121994,GORDON,1994-11-16 13:00:00,L,TS,26.5,-81.9,45,996.0,,,,,,,,,,,,,"26.5,-81.9","16787, Wellington Lakes Circle, Lee County, Florida, 33908, United States"
38637,38637,AL121994,GORDON,1994-11-21 03:00:00,L,TD,28.5,-80.6,25,1011.0,,,,,,,,,,,,,"28.5,-80.6","Nasa Causeway, Brevard County, Florida, United States"
38652,38652,AL011995,ALLISON,1995-06-05 14:00:00,L,TS,29.9,-84.4,60,991.0,,,,,,,,,,,,,"29.9,-84.4","1535, Alligator Drive, Franklin County, Florida, 32346, United States"
38653,38653,AL011995,ALLISON,1995-06-05 15:00:00,L,TS,30.1,-84.2,55,991.0,,,,,,,,,,,,,"30.1,-84.2","Wakulla County, Florida, United States"
38687,38687,AL021995,BARRY,1995-07-07 21:00:00,W,TS,33.6,-69.9,60,998.0,,,,,,,,,,,,,"33.6,-69.9",
38696,38696,AL021995,BARRY,1995-07-09 21:30:00,L,TS,45.3,-61.0,50,990.0,,,,,,,,,,,,,"45.3,-61.0","Dover, Guysborough District Municipality, Guysborough County, Nova Scotia, Canada"
38697,38697,AL021995,BARRY,1995-07-09 22:00:00,L,TS,45.6,-60.8,45,990.0,,,,,,,,,,,,,"45.6,-60.8","Rockdale, Municipality of the County of Richmond, Richmond County, Nova Scotia, B0E 1S0, Canada"
38751,38751,AL041995,DEAN,1995-07-31 02:00:00,L,TS,29.2,-95.3,40,999.0,,,,,,,,,,,,,"29.2,-95.3","Peltier Point Road, Brazoria County, Texas, United States"
38773,38773,AL051995,ERIN,1995-08-02 06:15:00,L,HU,27.7,-80.3,75,984.0,,,,,,,,,,,,,"27.7,-80.3","Farley Island, Vero Beach, Indian River County, Florida, 32963, United States"
38779,38779,AL051995,ERIN,1995-08-03 13:30:00,I,HU,30.0,-86.8,85,973.0,,,,,,,,,,,,,"30.0,-86.8",
38780,38780,AL051995,ERIN,1995-08-03 16:00:00,L,HU,30.3,-87.2,75,973.0,,,,,,,,,,,,,"30.3,-87.2","Escambia County, Florida, United States"
38798,38798,AL061995,UNNAMED,1995-08-06 23:00:00,L,TD,21.5,-97.4,30,1002.0,,,,,,,,,,,,,"21.5,-97.4","Tamiahua, Veracruz de Ignacio de la Llave, México"
38880,38880,AL081995,GABRIELLE,1995-08-11 20:00:00,L,TS,23.7,-97.8,60,988.0,,,,,,,,,,,,,"23.7,-97.8","Soto la Marina, Tamaulipas, México"
38944,38944,AL101995,IRIS,1995-08-27 18:00:00,L,TS,17.0,-61.9,50,995.0,,,,,,,,,,,,,"17.0,-61.9","Johnsons Point, Saint Mary, Antigua, Antigua and Barbuda"
38945,38945,AL101995,IRIS,1995-08-27 23:00:00,L,TS,17.7,-62.0,55,993.0,,,,,,,,,,,,,"17.7,-62.0","Barbuda, Antigua and Barbuda"
38993,38993,AL111995,JERRY,1995-08-23 18:00:00,L,TS,27.0,-80.2,35,1006.0,,,,,,,,,,,,,"27.0,-80.2","I 95, Martin County, Florida, United States"
39078,39078,AL131995,LUIS,1995-09-05 12:00:00,L,HU,17.5,-61.7,115,945.0,,,,,,,,,,,,,"17.5,-61.7","Barbuda, Antigua and Barbuda"
39134,39134,AL151995,MARILYN,1995-09-14 21:00:00,L,HU,15.5,-61.3,70,984.0,,,,,,,,,,,,,"15.5,-61.3","Bellevue, Saint Andrew Parish, Dominica"
39144,39144,AL151995,MARILYN,1995-09-17 03:00:00,I,HU,20.7,-67.1,100,949.0,,,,,,,,,,,,,"20.7,-67.1",Bermuda Triangle
39276,39276,AL171995,OPAL,1995-10-04 10:00:00,I,HU,26.6,-88.8,130,916.0,,,,,,,,,,,,,"26.6,-88.8",
39279,39279,AL171995,OPAL,1995-10-04 22:00:00,L,HU,30.3,-87.1,100,942.0,,,,,,,,,,,,,"30.3,-87.1","Escambia County, Florida, United States"
39317,39317,AL191995,ROXANNE,1995-10-10 21:52:00,I,HU,20.0,-86.7,100,956.0,,,,,,,,,,,,,"20.0,-86.7",
39319,39319,AL191995,ROXANNE,1995-10-11 02:00:00,L,HU,20.0,-87.6,100,958.0,,,,,,,,,,,,,"20.0,-87.6","Felipe Carrillo Puerto, Quintana Roo, 77200, México"
39417,39417,AL011996,ARTHUR,1996-06-20 00:00:00,L,TS,34.7,-76.4,35,1005.0,,,,,,,,,,,,,"34.7,-76.4","Carteret County, North Carolina, United States"
39462,39462,AL021996,BERTHA,1996-07-12 20:00:00,L,HU,34.3,-77.8,90,974.0,,,,,,,,,,,,,"34.3,-77.8","8132, Hays Lane, Kirkland, New Hanover County, North Carolina, 28411, United States"
39495,39495,AL031996,CESAR,1996-07-28 04:00:00,L,HU,12.2,-83.9,75,985.0,,,,,,,,,,,,,"12.2,-83.9","Kukra Hill, South Caribbean Coast Autonomous Region, 81000, Nicaragua"
39505,39505,AL041996,DOLLY,1996-08-20 17:30:00,L,HU,19.1,-87.7,65,999.0,,,,,,,,,,,,,"19.1,-87.7","Bacalar, Quintana Roo, México"
39517,39517,AL041996,DOLLY,1996-08-23 12:00:00,L,HU,21.6,-97.7,70,989.0,,,,,,,,,,,,,"21.6,-97.7","La Riverita, Tamalín, Veracruz de Ignacio de la Llave, México"
39652,39652,AL061996,FRAN,1996-09-06 00:30:00,L,HU,33.9,-78.0,100,954.0,,,,,,,,,,,,,"33.9,-78.0","Brunswick County, North Carolina, United States"
39725,39725,AL081996,HORTENSE,1996-09-10 06:00:00,L,HU,18.0,-66.9,70,989.0,,,,,,,,,,,,,"18.0,-66.9","Calle Las Rosas, El Tumbao, Caño, Guánica, Puerto Rico, 00653, United States"
39745,39745,AL081996,HORTENSE,1996-09-15 03:00:00,L,HU,44.8,-62.5,70,978.0,,,,,,,,,,,,,"44.8,-62.5","Mushaboom, Nova Scotia, Canada"
39798,39798,AL101996,JOSEPHINE,1996-10-08 03:30:00,L,TS,30.0,-83.9,60,983.0,,,,,,,,,,,,,"30.0,-83.9","Taylor County, Florida, United States"
39833,39833,AL111996,KYLE,1996-10-11 21:00:00,I,TS,16.7,-87.4,45,1001.0,,,,,,,,,,,,,"16.7,-87.4",
39836,39836,AL111996,KYLE,1996-10-12 12:00:00,L,TD,16.0,-88.1,30,1008.0,,,,,,,,,,,,,"16.0,-88.1",
39854,39854,AL121996,LILI,1996-10-18 09:30:00,L,HU,22.3,-82.0,85,975.0,,,,,,,,,,,,,"22.3,-82.0","Matanzas, Cuba"
39986,39986,AL031997,BILL,1997-07-12 15:00:00,I,HU,38.8,-60.0,65,986.0,,,,,,,,,,,,,"38.8,-60.0",
40014,40014,AL051997,DANNY,1997-07-18 09:00:00,L,HU,29.3,-89.7,65,989.0,,,,,,,,,,,,,"29.3,-89.7","Plaquemines Parish, Louisiana, United States"
40019,40019,AL051997,DANNY,1997-07-19 10:00:00,L,HU,30.2,-88.1,70,984.0,,,,,,,,,,,,,"30.2,-88.1","Mobile County, Alabama, United States"
40021,40021,AL051997,DANNY,1997-07-19 18:00:00,L,HU,30.4,-87.9,65,986.0,,,,,,,,,,,,,"30.4,-87.9","Baldwin County, Alabama, United States"
40215,40215,AL021998,BONNIE,1998-08-27 04:00:00,L,HU,34.4,-77.7,95,964.0,,,,,,,,,,,,,"34.4,-77.7","250, Windsor Court, Pender County, North Carolina, 28443, United States"
40238,40238,AL031998,CHARLEY,1998-08-22 10:00:00,L,TS,27.8,-97.1,40,1000.0,,,,,,,,,,,,,"27.8,-97.1","Mustang Beach, Port Aransas, Nueces County, Texas, 78373, United States"
40318,40318,AL051998,EARL,1998-09-03 06:00:00,L,HU,30.1,-85.7,70,987.0,,,,,,,,,,,,,"30.1,-85.7","Upper Grand Lagoon, Bay County, Florida, 32411, United States"
40350,40350,AL061998,FRANCES,1998-09-11 06:00:00,L,TS,28.2,-96.9,45,990.0,,,,,,,,,,,,,"28.2,-96.9","Aransas County, Texas, United States"
40384,40384,AL071998,GEORGES,1998-09-21 04:30:00,L,HU,17.0,-61.7,100,966.0,,,,,,,,,,,,,"17.0,-61.7","Freetown, Saint Philip, Antigua, Antigua and Barbuda"
40386,40386,AL071998,GEORGES,1998-09-21 08:00:00,L,HU,17.2,-62.6,100,966.0,,,,,,,,,,,,,"17.2,-62.6","Cottle Church Road, Newcastle, Saint James Windward, Nevis, Saint Kitts and Nevis"
40389,40389,AL071998,GEORGES,1998-09-21 22:00:00,L,HU,18.1,-65.8,90,968.0,,,,,,,,,,,,,"18.1,-65.8","Palmas Golf Club, Palmas Athletic Club Drive, Palmas Plantation, Candelero Abajo, Humacao, Puerto Rico, 00972, United States"
40393,40393,AL071998,GEORGES,1998-09-22 12:30:00,L,HU,18.2,-68.7,105,962.0,,,,,,,,,,,,,"18.2,-68.7","La Altagracia, República Dominicana"
40399,40399,AL071998,GEORGES,1998-09-23 21:30:00,L,HU,20.1,-74.5,65,993.0,,,,,,,,,,,,,"20.1,-74.5","Carretera Central, Veguita del Sur, Imías, Guantánamo, Cuba"
40407,40407,AL071998,GEORGES,1998-09-25 15:30:00,L,HU,24.5,-81.8,90,981.0,,,,,,,,,,,,,"24.5,-81.8","Monroe County, Florida, United States"
40419,40419,AL071998,GEORGES,1998-09-28 11:30:00,L,HU,30.4,-88.9,90,964.0,,,,,,,,,,,,,"30.4,-88.9","224, Benachi Avenue, Biloxi, Harrison County, Mississippi, 39501, United States"
40443,40443,AL081998,HERMINE,1998-09-20 05:00:00,L,TS,29.1,-90.9,35,1000.0,,,,,,,,,,,,,"29.1,-90.9","Terrebonne Parish, Louisiana, United States"
40614,40614,AL131998,MITCH,1998-10-29 12:00:00,L,HU,15.9,-85.7,70,987.0,,,,,,,,,,,,,"15.9,-85.7","Santa Rosa de Aguán, Colón, Honduras"
40637,40637,AL131998,MITCH,1998-11-04 02:00:00,L,TS,20.1,-90.5,35,998.0,,,,,,,,,,,,,"20.1,-90.5",México
40643,40643,AL131998,MITCH,1998-11-05 11:00:00,L,TS,26.2,-81.9,50,989.0,,,,,,,,,,,,,"26.2,-81.9","Florida, United States"
40725,40725,AL021999,UNNAMED,1999-07-03 04:00:00,L,TD,20.5,-97.0,30,1004.0,,,,,,,,,,,,,"20.5,-97.0",México
40744,40744,AL031999,BRET,1999-08-23 00:00:00,L,HU,26.9,-97.4,100,951.0,,,,,,,,,,,,,"26.9,-97.4","Kenedy, Texas, United States"
40822,40822,AL051999,DENNIS,1999-08-28 07:00:00,L,HU,26.6,-76.8,75,976.0,,,,,,,,,,,,,"26.6,-76.8",Bermuda Triangle
40853,40853,AL051999,DENNIS,1999-09-04 21:00:00,L,TS,34.8,-76.5,60,984.0,,,,,,,,,,,,,"34.8,-76.5","Highway 70 Williston, Carteret County, North Carolina, 28589, United States"
40891,40891,AL071999,UNNAMED,1999-09-06 12:00:00,L,TD,23.2,-97.7,30,1006.0,,,,,,,,,,,,,"23.2,-97.7",México
40923,40923,AL081999,FLOYD,1999-09-14 12:00:00,L,HU,25.4,-76.3,105,930.0,,,,,,,,,,,,,"25.4,-76.3",Bermuda Triangle
40925,40925,AL081999,FLOYD,1999-09-14 19:00:00,L,HU,26.3,-77.1,110,932.0,,,,,,,,,,,,,"26.3,-77.1","Casuarina Point, South Abaco, The Bahamas"
40932,40932,AL081999,FLOYD,1999-09-16 06:30:00,L,HU,33.8,-78.0,90,956.0,,,,,,,,,,,,,"33.8,-78.0","Brunswick County, North Carolina, United States"
41004,41004,AL101999,HARVEY,1999-09-21 08:00:00,I,TS,26.3,-83.7,50,994.0,,,,,,,,,,,,,"26.3,-83.7",
41006,41006,AL101999,HARVEY,1999-09-21 17:00:00,L,TS,25.9,-81.7,50,999.0,,,,,,,,,,,,,"25.9,-81.7","Caxambas, Marco Island, Collier County, Florida, 34145-0000, United States"
41039,41039,AL131999,IRENE,1999-10-14 12:00:00,L,TS,21.3,-82.9,60,997.0,,,,,,,,,,,,,"21.3,-82.9","Isla de la Juventud, Cuba"
41041,41041,AL131999,IRENE,1999-10-14 19:00:00,L,TS,22.7,-82.5,60,986.0,,,,,,,,,,,,,"22.7,-82.5","Boca del Cajío, Güira de Melena, Artemisa, Cuba"
41045,41045,AL131999,IRENE,1999-10-15 13:00:00,L,HU,24.6,-81.6,65,987.0,,,,,,,,,,,,,"24.6,-81.6","Monroe County, Florida, United States"
41047,41047,AL131999,IRENE,1999-10-15 20:00:00,L,HU,25.3,-81.1,70,987.0,,,,,,,,,,,,,"25.3,-81.1","Monroe County, Florida, United States"
41058,41058,AL131999,IRENE,1999-10-18 07:56:00,I,HU,35.4,-74.4,95,958.0,,,,,,,,,,,,,"35.4,-74.4",
41077,41077,AL141999,JOSE,1999-10-20 16:00:00,L,HU,17.1,-61.7,80,982.0,,,,,,,,,,,,,"17.1,-61.7","Willikies, Saint Philip, Antigua, Antigua and Barbuda"
41081,41081,AL141999,JOSE,1999-10-21 11:05:00,L,TS,18.4,-64.6,60,996.0,,,,,,,,,,,,,"18.4,-64.6","East End, VG 1120, British Virgin Islands"
41104,41104,AL151999,KATRINA,1999-10-30 00:00:00,L,TS,13.8,-83.4,35,999.0,,,,,,,,,,,,,"13.8,-83.4","Bilwi, North Caribbean Coast Autonomous Region, 71000, Nicaragua"
41131,41131,AL161999,LENNY,1999-11-17 18:00:00,L,HU,17.4,-64.8,135,933.0,,,,,,,,,,,,,"17.4,-64.8",
41135,41135,AL161999,LENNY,1999-11-18 18:00:00,L,HU,18.0,-63.3,110,966.0,,,,,,,,,,,,,"18.0,-63.3","Saint-Martin (France), France"
41136,41136,AL161999,LENNY,1999-11-19 00:00:00,L,HU,18.1,-63.1,85,975.0,,,,,,,,,,,,,"18.1,-63.1","La Batterie, Rambaud, Saint-Martin (France), 97150, France"
41137,41137,AL161999,LENNY,1999-11-19 06:00:00,L,HU,18.0,-62.9,75,979.0,,,,,,,,,,,,,"18.0,-62.9","Saint-Barthélemy, 97133, France"
41140,41140,AL161999,LENNY,1999-11-20 00:00:00,L,TS,17.3,-61.8,55,994.0,,,,,,,,,,,,,"17.3,-61.8","Antigua, Antigua and Barbuda"
41298,41298,AL072000,DEBBY,2000-08-22 03:00:00,P,HU,17.1,-60.9,70,991.0,,,,,,,,,,,,,"17.1,-60.9",
41299,41299,AL072000,DEBBY,2000-08-22 06:00:00,L,HU,17.5,-61.7,65,993.0,,,,,,,,,,,,,"17.5,-61.7","Barbuda, Antigua and Barbuda"
41300,41300,AL072000,DEBBY,2000-08-22 09:15:00,L,HU,17.9,-62.8,65,993.0,,,,,,,,,,,,,"17.9,-62.8","D 209, Devet, Saint-Barthélemy, 97133, France"
41302,41302,AL072000,DEBBY,2000-08-22 15:00:00,L,HU,18.5,-64.4,65,994.0,,,,,,,,,,,,,"18.5,-64.4","VG1150, British Virgin Islands"
41322,41322,AL092000,UNNAMED,2000-09-08 21:00:00,I,TD,28.0,-93.5,30,1008.0,,,,,,,,,,,,,"28.0,-93.5",
41325,41325,AL092000,UNNAMED,2000-09-09 10:00:00,L,TD,29.9,-93.9,25,1009.0,,,,,,,,,,,,,"29.9,-93.9","Lakeshore Drive, Port Arthur, Jefferson County, Texas, 77642, United States"
41371,41371,AL112000,GORDON,2000-09-18 03:00:00,L,TS,29.3,-83.2,55,991.0,,,,,,,,,,,,,"29.3,-83.2","Dixie County, Florida, United States"
41413,41413,AL122000,HELENE,2000-09-22 12:00:00,L,TS,30.5,-86.6,35,1006.0,,,,,,,,,,,,,"30.5,-86.6","Range Rd 632, Okaloosa County, Florida, United States"
41518,41518,AL152000,KEITH,2000-10-01 07:00:00,I,HU,17.9,-87.3,120,939.0,,,,,,,,,,,,,"17.9,-87.3",
41525,41525,AL152000,KEITH,2000-10-02 23:00:00,L,HU,17.9,-88.0,65,988.0,,,,,,,,,,,,,"17.9,-88.0","Belize Coast Guard, Marina Drive, San Pedro Port, Ellis Subdivision, San Pedro Town, Belize District, BELIZE, Belize"
41527,41527,AL152000,KEITH,2000-10-03 03:00:00,L,TS,17.9,-88.2,60,990.0,,,,,,,,,,,,,"17.9,-88.2","Belize District, Belize"
41538,41538,AL152000,KEITH,2000-10-05 18:00:00,L,HU,22.6,-97.9,80,980.0,,,,,,,,,,,,,"22.6,-97.9","Aldama, Tamaulipas, México"
41620,41620,AL192000,UNNAMED,2000-10-29 02:00:00,I,SS,41.7,-61.6,55,976.0,,,,,,,,,,,,,"41.7,-61.6",
41625,41625,AL012001,ALLISON,2001-06-05 21:00:00,L,TS,28.9,-95.3,45,1003.0,,,,,,,,,,,,,"28.9,-95.3","Cone Island, Brazoria County, Texas, United States"
41647,41647,AL012001,ALLISON,2001-06-11 02:00:00,L,SD,29.6,-91.6,30,1004.0,,,,,,,,,,,,,"29.6,-91.6","St. Mary Parish, Louisiana, United States"
41700,41700,AL032001,BARRY,2001-08-06 05:00:00,L,TS,30.4,-86.3,60,990.0,,,,,,,,,,,,,"30.4,-86.3","1061, East Mack Bayou Drive, Santa Rosa Beach, Walton County, Florida, 32459, United States"
41736,41736,AL042001,CHANTAL,2001-08-21 02:00:00,L,TS,18.1,-87.8,60,999.0,,,,,,,,,,,,,"18.1,-87.8","Belize District, Belize"
41891,41891,AL082001,GABRIELLE,2001-09-14 12:00:00,L,TS,27.1,-82.6,60,983.0,,,,,,,,,,,,,"27.1,-82.6","Florida, United States"
41922,41922,AL092001,UNNAMED,2001-09-19 21:00:00,I,TD,13.6,-82.7,30,1005.0,,,,,,,,,,,,,"13.6,-82.7",
41923,41923,AL092001,UNNAMED,2001-09-20 00:00:00,L,TD,13.9,-83.5,30,1006.0,,,,,,,,,,,,,"13.9,-83.5","Karatá, Bilwi, North Caribbean Coast Autonomous Region, 71000, Nicaragua"
41970,41970,AL112001,IRIS,2001-10-09 02:00:00,L,HU,16.3,-88.4,125,948.0,,,,,,,,,,,,,"16.3,-88.4","Toledo District, Toledo, Belize"
42000,42000,AL132001,KAREN,2001-10-15 12:00:00,L,TS,44.2,-64.8,40,998.0,,,,,,,,,,,,,"44.2,-64.8","Middlefield, Region of Queens Municipality, Queens County, Nova Scotia, B0T 1E0, Canada"
42042,42042,AL152001,MICHELLE,2001-11-04 18:00:00,L,HU,21.5,-81.8,120,949.0,,,,,,,,,,,,,"21.5,-81.8","Isla de la Juventud, Cuba"
42043,42043,AL152001,MICHELLE,2001-11-04 23:00:00,L,HU,22.1,-81.2,115,950.0,,,,,,,,,,,,,"22.1,-81.2","Ciénaga de Zapata, Matanzas, Cuba"
42046,42046,AL152001,MICHELLE,2001-11-05 12:00:00,L,HU,24.3,-78.0,80,974.0,,,,,,,,,,,,,"24.3,-78.0","Central Andros, The Bahamas"
42047,42047,AL152001,MICHELLE,2001-11-05 18:00:00,L,HU,25.4,-76.4,75,980.0,,,,,,,,,,,,,"25.4,-76.4",Bermuda Triangle
42133,42133,AL022002,BERTHA,2002-08-05 01:00:00,I,TS,29.4,-89.2,35,1007.0,,,,,,,,,,,,,"29.4,-89.2","Plaquemines Parish, Louisiana, United States"
42134,42134,AL022002,BERTHA,2002-08-05 02:00:00,L,TS,29.4,-89.3,35,1008.0,,,,,,,,,,,,,"29.4,-89.3","Plaquemines Parish, Louisiana, United States"
42152,42152,AL022002,BERTHA,2002-08-09 08:00:00,L,TD,27.3,-97.4,20,1011.0,,,,,,,,,,,,,"27.3,-97.4","Kleberg County, Texas, United States"
42207,42207,AL052002,EDOUARD,2002-09-05 00:45:00,L,TS,29.4,-81.1,35,1009.0,,,,,,,,,,,,,"29.4,-81.1","Jones Island Road, Volusia County, Florida, 32174-2612, United States"
42221,42221,AL062002,FAY,2002-09-07 09:00:00,L,TS,28.5,-96.3,50,999.0,,,,,,,,,,,,,"28.5,-96.3","Matagorda County, Texas, United States"
42257,42257,AL082002,GUSTAV,2002-09-12 04:00:00,P,HU,45.3,-60.8,80,960.0,,,,,,,,,,,,,"45.3,-60.8","Guysborough District Municipality, Guysborough County, Nova Scotia, Canada"
42258,42258,AL082002,GUSTAV,2002-09-12 04:30:00,L,HU,45.6,-60.4,80,960.0,,,,,,,,,,,,,"45.6,-60.4","Municipality of the County of Richmond, Richmond County, Nova Scotia, Canada"
42260,42260,AL082002,GUSTAV,2002-09-12 09:00:00,L,HU,47.6,-58.6,65,963.0,,,,,,,,,,,,,"47.6,-58.6","Newfoundland, Newfoundland and Labrador, Canada"
42282,42282,AL092002,HANNA,2002-09-14 08:00:00,L,TS,29.1,-89.1,50,1003.0,,,,,,,,,,,,,"29.1,-89.1","Plaquemines Parish, Louisiana, United States"
42284,42284,AL092002,HANNA,2002-09-14 15:00:00,L,TS,30.4,-88.4,50,1002.0,,,,,,,,,,,,,"30.4,-88.4","Jackson County, Mississippi, United States"
42314,42314,AL102002,ISIDORE,2002-09-20 21:00:00,L,HU,22.0,-84.1,75,964.0,,,,,,,,,,,,,"22.0,-84.1","Sandino, Pinar del Río, 20800, Cuba"
42323,42323,AL102002,ISIDORE,2002-09-22 21:00:00,L,HU,21.3,-89.3,110,936.0,,,,,,,,,,,,,"21.3,-89.3","San Antonio Tzekel, Telchac Puerto, Yucatán, México"
42337,42337,AL102002,ISIDORE,2002-09-26 06:00:00,L,TS,29.1,-90.3,55,984.0,,,,,,,,,,,,,"29.1,-90.3","Lafourche Parish, Louisiana, United States"
42437,42437,AL122002,KYLE,2002-10-11 17:00:00,L,TS,33.0,-79.5,35,1011.0,,,,,,,,,,,,,"33.0,-79.5","Charleston County, South Carolina, United States"
42439,42439,AL122002,KYLE,2002-10-11 22:00:00,L,TS,33.9,-78.4,35,1011.0,,,,,,,,,,,,,"33.9,-78.4","East 4th Street;East  4th Street, Ocean Isle Beach, Brunswick County, North Carolina, 28470, United States"
42479,42479,AL132002,LILI,2002-09-30 14:00:00,L,HU,19.7,-79.8,65,986.0,,,,,,,,,,,,,"19.7,-79.8","Stake Bay, KY-2-2400, Cayman Islands"
42483,42483,AL132002,LILI,2002-10-01 11:00:00,L,HU,21.3,-83.0,90,971.0,,,,,,,,,,,,,"21.3,-83.0","Isla de la Juventud, Cuba"
42485,42485,AL132002,LILI,2002-10-01 14:00:00,L,HU,22.1,-84.0,90,971.0,,,,,,,,,,,,,"22.1,-84.0","Guane, Pinar del Río, Cuba"
42491,42491,AL132002,LILI,2002-10-02 20:13:00,I,HU,25.9,-89.9,125,938.0,,,,,,,,,,,,,"25.9,-89.9",
42495,42495,AL132002,LILI,2002-10-03 13:00:00,L,HU,29.5,-92.2,80,963.0,,,,,,,,,,,,,"29.5,-92.2","Belle Isle, Vermilion Parish, Louisiana, United States"
42509,42509,AL142002,UNNAMED,2002-10-16 16:00:00,L,TD,22.0,-80.7,25,1006.0,,,,,,,,,,,,,"22.0,-80.7","Matanzas, Cuba"
